0,3301,3302,3303,3304,3305,3306,3307,3308,3309,3310,3312,3313,3314,3315,3316,3317,3318,3319,3320,3321,3322,3323,3324,3325,3326,3327,3328,3329,3331,3332,3333,3334,3335,3337,3351,3352
3301,0,0,0,1,0,1,2,0,0,-1,-1,0,2,2,0,0,1,1,1,0,-2,0,1,1,-1,1,0,1,1,0,0,1,0,0,0,0
3302,0,2,2,1,0,1,0,0,0,2,0,0,0,0,2,1,1,0,0,0,2,0,-1,0,0,0,0,NA,0,0,0,0,0,0,0,0
3303,0,2,2,1,0,0,1,1,0,0,0,1,-2,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0
3304,1,2,2,NA,0,1,1,1,1,1,1,1,1,1,1,0,0,2,2,0,0,0,2,2,1,1,1,1,2,2,0,1,2,1,1,1
3305,1,0,1,1,NA,1,2,1,1,0,0,-1,-1,1,-1,-1,0,2,1,0,-1,-1,2,1,0,1,0,0,1,0,0,0,1,1,0,-2
3306,1,1,1,1,0,2,1,0,0,0,0,0,1,1,1,0,0,1,1,0,-1,0,1,1,1,1,1,1,1,2,-1,0,0,2,1,-1
3307,2,0,1,2,1,1,NA,1,0,1,0,-1,2,2,0,0,1,1,1,1,-2,-1,2,2,1,2,2,2,2,2,0,1,2,2,1,1
3308,1,1,2,1,1,1,2,NA,2,2,2,1,1,2,1,1,2,2,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
3309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3310,0,1,1,1,0,1,1,NA,1,2,0,1,-1,0,0,2,1,0,0,-1,-1,2,-1,0,0,0,1,0,0,1,0,0,0,0,1,1
3312,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
3313,0,1,1,1,-2,0,1,0,-1,1,2,2,-1,0,1,1,2,0,1,1,-1,2,-2,0,2,-2,-2,1,-1,1,2,0,0,0,1,0
3314,1,0,0,2,0,0,0,0,0,0,0,-1,NA,2,0,0,0,1,1,0,-1,-1,2,2,-1,-2,0,-1,0,2,-2,1,2,0,0,0
3315,1,0,0,1,0,0,1,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0
3316,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
3318,0,2,1,2,0,1,1,2,2,2,0,2,-1,1,1,0,NA,0,1,0,-2,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1
3319,0,0,0,2,1,1,1,1,0,0,0,0,1,2,-1,-1,0,NA,0,0,0,-1,2,1,0,1,2,0,1,0,0,0,2,2,0,0
3320,0,0,1,0,0,1,1,0,0,0,0,0,1,2,0,0,1,-1,0,0,0,0,1,1,0,0,0,1,1,2,-1,1,2,1,1,-1
3321,0,0,1,0,2,0,0,2,0,0,0,0,-1,0,-1,-1,1,1,1,NA,-1,0,0,1,0,-2,-2,0,1,-2,0,0,1,-1,1,-2
3322,0,2,2,1,0,1,1,2,0,2,2,1,-1,0,1,0,0,0,1,-1,NA,-1,-1,1,2,-2,1,0,1,1,2,0,0,0,0,0
3323,0,2,2,0,0,0,0,0,0,0,0,2,NA,2,2,2,0,0,0,2,2,0,2,0,2,0,0,0,0,0,2,0,0,0,2,0
3324,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,NA,2,1,2,1,1,2,1,1,1,2,2,1,0
3325,1,0,0,1,0,0,1,0,0,0,0,-1,1,2,0,0,NA,NA,1,NA,0,NA,NA,NA,NA,2,NA,2,NA,2,NA,NA,NA,2,NA,NA
3326,0,0,1,0,0,1,1,0,1,1,1,0,0,2,1,0,0,0,0,1,1,1,1,0,0,2,1,0,1,2,0,0,0,1,1,1
3327,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,0,NA,0,1,1,0,-1,0,1,0,-1,-1
3328,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2
3329,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,1,1,0,0
3331,1,-1,1,1,1,1,1,-2,-2,-2,-2,-2,1,1,-2,-2,-2,1,1,-2,-2,-2,1,1,-2,0,1,1,NA,1,-2,-2,1,1,-2,-2
3332,1,0,0,1,0,2,1,0,0,0,0,0,1,2,0,0,0,0,2,0,-1,0,1,2,0,0,0,0,0,2,-2,1,0,1,1,0
3333,1,1,1,1,1,1,1,1,1,1,2,NA,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,NA,1,1,1,1,1
3334,1,1,1,2,1,0,1,1,1,0,0,1,2,2,1,2,1,1,2,0,0,2,2,2,1,1,1,1,1,2,-2,0,1,1,1,1
3335,0,-1,0,1,-2,-1,1,1,0,0,0,-1,0,1,0,0,0,1,1,0,-1,0,1,1,1,0,0,0,1,1,-2,0,2,1,0,0
3337,1,0,0,2,0,2,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,0,1,2,1,2,1,0,0,1,2,1,0
3351,1,0,1,1,1,1,1,0,0,2,-2,0,0,NA,1,0,0,0,0,1,0,0,-2,-2,0,0,1,1,2,2,-2,0,1,2,NA,2
3352,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,-2,-2,2,-2,-1,-1,-2,2,-2,-1,1,-2,-2,-2,0,NA,2
