0,3301,3302,3303,3304,3305,3306,3307,3308,3309,3314,3315,3319,3320,3322,3324,3325,3327,3329,3331,3335,3364,3370,3536
3301,0,-1,-1,1,0,2,2,0,0,0,1,0,0,-1,1,2,1,2,1,1,2,0,NA
3302,-2,NA,2,2,0,1,0,0,0,0,0,-2,0,2,0,0,0,0,0,0,0,1,NA
3303,0,2,2,2,1,1,2,1,1,-2,1,-1,1,1,0,0,0,0,0,1,0,1,NA
3304,1,0,0,NA,0,2,2,0,0,1,2,2,1,0,2,1,1,1,1,2,2,0,NA
3305,0,-1,0,1,NA,-2,1,2,1,-2,0,1,1,-1,1,0,0,0,2,0,0,1,NA
3306,2,0,0,2,0,NA,2,0,0,0,2,2,2,0,2,2,2,2,2,2,2,1,NA
3307,1,1,1,2,1,2,1,NA,1,1,2,1,2,0,2,1,1,1,1,2,1,2,NA
3308,1,0,0,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,NA
3309,1,1,1,1,1,1,1,2,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,NA
3314,0,-1,-1,1,-2,0,0,0,0,NA,1,1,1,-2,0,0,0,1,1,1,0,0,NA
3315,1,0,1,1,0,1,2,1,0,1,NA,1,1,1,2,1,1,1,1,1,1,0,NA
3319,1,0,1,2,1,1,1,1,1,1,2,2,1,0,2,1,1,1,2,2,1,0,NA
3320,0,0,0,1,1,1,1,0,0,1,1,0,NA,0,1,1,0,1,1,2,1,1,NA
3322,-1,2,2,1,0,0,1,-1,-1,-1,0,-1,1,NA,0,0,-1,-1,1,0,-1,1,NA
3324,1,0,0,1,0,1,1,0,0,1,2,1,1,0,NA,1,0,0,1,2,0,0,NA
3325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA
3329,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,2,1,1,1,1,NA
3331,1,-1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,NA,1,1,1,NA
3335,0,-1,-1,0,0,1,1,1,0,-1,1,2,1,-1,2,1,0,0,0,NA,0,-1,NA
3364,2,0,0,2,0,2,2,0,0,1,2,1,1,0,2,2,1,2,1,1,NA,0,NA
3370,0,0,0,1,1,1,1,1,0,-1,0,0,1,0,0,2,0,0,1,0,0,NA,NA
3536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
