0,7804,7805,7806,7807,7808,7809,7812,7813,7814,7816,7817,7818,7821,7822,7823,7824,7827,7830,7832,7835
7804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7806,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
7807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7818,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7822,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7830,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
7832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
