0,5201,5202,5203,5204,5205,5206,5207,5208,5209,5210,5211,5212,5213,5214,5215,5216,5217,5218,5219,5220,5221,5222,5223,5224,5225,5226
5201,0,2,-2,1,-2,-2,-2,0,1,2,1,2,-2,-2,0,-2,0,-2,-2,-2,-2,-2,2,2,2,2
5202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5204,2,2,0,2,1,1,0,2,0,2,2,1,2,0,2,2,2,2,1,1,1,2,0,0,0,0
5205,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,2,2,0,2,0,0,0,0
5206,-1,-2,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,2,2,2,0,2,0,0,0,0
5207,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,2,0,1,1,1,1,2,0,0,0,0
5208,1,2,-2,1,1,1,1,2,2,2,2,1,2,0,1,1,0,0,0,0,1,1,2,2,2,2
5209,0,0,-1,0,0,0,-1,1,1,1,0,0,0,2,-2,-1,0,0,0,0,0,0,0,0,0,0
5210,2,2,-1,0,0,-2,0,2,2,2,0,0,0,2,2,-2,-1,2,-1,1,2,2,2,2,-2,2
5211,0,1,-1,2,1,1,0,2,1,1,0,1,2,0,2,1,2,2,1,1,2,1,1,0,0,1
5212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5213,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5214,0,1,-2,-1,-1,-1,-2,1,2,1,0,0,0,2,-2,2,0,0,-1,-1,1,0,0,0,0,0
5215,2,2,0,2,1,1,0,2,-1,2,2,1,2,-1,2,2,2,1,1,1,2,1,0,0,2,2
5216,0,1,0,1,1,1,2,1,1,1,1,1,1,2,1,0,1,1,1,2,2,1,1,1,1,1
5217,2,2,0,2,0,0,0,0,2,0,0,1,0,2,2,2,0,0,0,0,0,0,2,2,2,2
5218,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,-2,-2
5219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5220,-2,-1,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0
5221,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,2,0,0,0,0,0,0
5222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5223,2,2,0,1,0,0,0,2,1,2,2,2,2,1,1,0,2,0,0,0,1,0,0,2,2,0
5224,-1,-1,-1,0,0,0,0,-1,-1,-1,0,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1
5225,1,2,0,0,0,0,0,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2
5226,1,1,0,1,0,0,0,1,0,-2,0,0,0,0,1,-1,1,-1,-2,-2,-1,0,1,0,0,0
