0,2117,2306,2323,2364,2501,2530,2602,2603,2606,2614,2627,2628,2666,2707,2720,2793,2815,2995,9101,9102,9103,9104,9105,9106,9107,9110
2117,NA,-1,2,1,0,1,0,0,0,0,0,1,1,1,0,2,0,0,0,1,1,1,0,0,0,1
2306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2323,2,0,NA,2,0,1,0,0,0,2,0,0,1,2,0,0,0,0,2,1,1,0,-1,0,0,0
2364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2501,0,0,0,0,NA,1,0,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,-1,0,0
2530,1,-1,0,0,0,2,-1,0,-2,0,-1,2,0,0,0,0,0,0,-1,0,1,0,1,-2,0,-1
2602,1,-1,0,0,0,0,NA,2,2,0,2,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,0
2603,1,-1,0,0,0,2,2,NA,1,0,1,2,1,0,1,1,1,-1,0,0,-1,1,2,-1,1,0
2606,-2,-2,0,0,1,0,-1,-2,NA,-2,2,2,NA,NA,NA,0,0,0,1,1,0,NA,-1,NA,0,0
2614,1,0,2,2,0,1,0,0,1,1,1,0,1,2,1,1,1,NA,2,NA,0,NA,0,1,1,0
2627,0,2,-1,0,1,-2,-1,-2,-1,-2,0,0,0,NA,0,0,-1,-1,0,0,-1,-1,0,0,0,-2
2628,2,0,0,0,2,2,-1,1,2,-2,2,2,2,0,0,2,2,0,0,1,2,0,0,0,0,0
2666,2,0,1,NA,1,1,0,-2,0,1,0,-1,NA,1,0,1,1,NA,2,0,1,1,-2,1,1,2
2707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2720,1,1,1,0,1,1,1,0,0,0,0,0,1,1,NA,1,0,0,1,1,1,2,1,1,2,1
2793,2,NA,NA,NA,NA,1,NA,NA,1,NA,1,2,1,2,NA,NA,2,NA,1,1,2,NA,1,NA,NA,NA
2815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9101,2,0,2,2,0,0,0,0,1,2,1,0,2,2,1,2,0,0,NA,1,1,0,0,1,0,2
9102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9103,1,-2,0,0,0,1,-1,-1,1,0,1,0,1,-1,1,2,1,1,1,2,2,0,-1,0,0,0
9104,2,0,1,1,0,1,0,0,1,1,1,0,1,1,2,0,0,0,1,1,-1,NA,0,0,2,0
9105,1,0,0,-1,1,2,2,2,1,0,1,2,-2,0,1,1,-2,0,0,0,0,0,2,1,0,0
9106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
