0,4101,4102,4103,4104,4105,4106,4107,4108,4109,4110,4111,4112,4113,4114,4115,4116,4117
4101,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0
4102,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4103,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
4104,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
4105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4106,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0
4107,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4108,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0
4109,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4111,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
4112,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
4113,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1
4114,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0
4115,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
4116,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1
4117,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
