0,7804,7805,7806,7807,7808,7814,7817,7818,7821,7822,7824,7827,7830,7832
7804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7805,0,0,1,0,0,1,1,0,0,1,0,0,0,0
7806,0,0,0,1,0,0,0,1,1,0,0,0,0,0
7807,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7808,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7814,0,0,1,1,0,0,1,0,0,0,0,0,0,0
7817,0,1,1,0,0,1,0,1,0,1,0,0,0,0
7818,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7821,0,0,0,0,0,0,0,0,0,0,1,1,0,0
7822,0,1,0,0,0,1,1,0,0,0,0,0,0,0
7824,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7827,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7830,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7832,0,0,0,0,0,0,0,1,0,0,0,0,0,1
