0,2101,2103,2104,2105,2106,2107,2108,2109,2110,2111,2112,2115,2116,2117,2118,2119,2120,2122,2123,2125,2126,2127,2151,2152,2191
2101,NA,2,0,2,0,2,0,0,0,NA,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0
2103,1,2,1,2,2,2,0,2,1,2,2,1,1,2,1,1,2,2,1,2,1,2,1,2,2
2104,0,0,NA,2,-1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
2105,1,1,1,NA,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2106,1,1,0,-1,NA,0,1,0,1,1,0,0,1,0,1,1,1,0,0,2,1,0,1,0,0
2107,2,1,1,1,1,NA,1,1,1,1,1,1,2,2,2,1,1,2,NA,1,1,1,1,1,1
2108,1,0,2,2,1,0,NA,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,-1,2,2
2109,0,2,0,-1,0,1,0,NA,0,2,-1,0,1,0,0,0,1,1,0,0,NA,2,0,0,0
2110,0,0,0,1,0,0,0,-1,NA,-1,1,1,1,0,2,2,0,0,1,1,NA,-1,0,0,1
2111,1,2,0,-1,0,1,0,2,0,NA,0,0,1,0,2,0,2,0,0,0,0,2,0,0,0
2112,2,2,1,2,1,1,1,1,2,1,NA,1,1,1,2,2,1,2,2,0,2,1,1,2,2
2115,1,1,1,1,-1,1,1,0,1,0,1,NA,1,2,1,1,-1,1,1,1,NA,0,-1,1,1
2116,2,0,-1,-2,1,2,1,0,0,0,-2,1,NA,2,1,1,2,1,0,2,NA,1,0,1,-1
2117,1,2,-1,1,0,2,2,1,1,1,1,2,2,NA,2,2,1,2,2,1,2,1,0,1,1
2118,1,1,0,0,1,1,1,0,2,0,1,1,1,1,NA,2,1,1,1,1,1,0,1,1,1
2119,1,0,0,1,1,1,0,0,2,0,2,1,2,2,2,NA,0,1,1,1,NA,0,0,1,1
2120,2,1,0,1,1,2,2,1,2,2,1,0,2,1,2,2,NA,1,1,1,NA,2,1,1,1
2122,1,2,1,1,1,1,1,0,1,1,1,1,1,2,1,2,1,NA,2,0,NA,1,1,2,2
2123,1,1,0,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,NA,1,1,1,0,2,2
2125,0,1,-2,-2,2,1,0,0,-1,0,-2,-1,2,0,1,2,0,-2,-1,2,NA,0,1,-1,-2
2126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2127,0,1,-1,-1,1,1,-1,2,-1,2,-1,0,1,0,1,0,2,0,0,1,1,NA,-1,0,1
2151,1,0,-1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0,1
2152,1,1,1,1,0,1,2,0,1,0,2,1,1,1,1,1,0,1,1,0,0,0,0,NA,1
2191,1,1,0,0,1,1,0,1,0,2,1,1,1,1,0,0,1,1,0,2,0,NA,2,NA,0
