0,7101,7104,7105,7108,7112,7113,7116,7117,7120,7124,7128,7129,7131,7160,7161,7170,7171
7101,2,2,0,0,1,1,1,1,0,0,0,1,-2,1,-1,0,0
7104,2,2,1,1,1,2,1,1,1,1,1,1,-2,1,1,1,1
7105,1,1,2,0,2,1,2,2,1,1,1,2,1,1,1,1,2
7108,1,1,1,NA,2,1,1,1,2,2,2,1,2,1,1,0,0
7112,1,2,2,2,NA,2,2,2,1,1,1,1,1,1,1,1,1
7113,2,2,2,2,1,NA,1,1,1,1,1,1,1,1,1,1,1
7116,1,2,2,0,1,0,NA,0,2,2,2,2,-1,1,2,1,-1
7117,2,2,1,1,2,1,1,NA,1,1,2,1,0,1,1,1,1
7120,0,-1,-1,2,1,-1,2,0,NA,1,1,-1,-2,0,1,0,-2
7124,0,0,1,2,1,1,1,0,1,NA,2,1,0,1,1,0,1
7128,1,1,1,2,2,1,2,2,1,2,2,1,-1,1,1,0,0
7129,1,1,2,1,2,2,2,2,1,1,1,2,0,0,1,1,2
7131,-2,-2,NA,2,0,0,0,0,0,0,2,2,2,-2,-2,-1,0
7160,1,1,1,0,1,2,1,1,1,1,0,1,0,NA,0,2,1
7161,0,1,2,2,1,0,2,2,2,1,1,2,0,1,NA,1,2
7170,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,0
7171,0,0,2,0,1,0,0,1,0,0,0,2,0,0,1,0,2
