0,1502,1503,1504,1505,1506,1507,1508,1509,1511,1512,1513,1515,1516,1517,1518,1519,1520,1521,1522,1523,1524,1525,1526,1528,1529,1530,1531,1551,1561,1562
1502,NA,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2
1503,2,NA,1,-2,1,0,2,1,0,2,-2,0,2,2,2,0,1,0,2,2,1,-2,0,1,2,2,1,0,2,1
1504,0,1,2,-1,1,0,0,2,0,1,-1,0,1,2,1,-1,-1,0,1,0,0,-1,0,0,-1,0,2,-1,1,1
1505,1,-2,0,NA,2,0,0,0,1,0,2,1,2,1,1,1,-1,2,1,-1,1,2,0,0,2,0,1,1,-1,1
1506,1,1,1,1,NA,0,1,1,2,1,1,0,1,1,2,0,-1,2,1,1,2,0,1,0,2,1,2,1,0,1
1507,0,1,0,1,0,NA,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,2,0,-1,0,1,0,0
1508,1,2,1,-2,1,1,2,1,1,2,-2,0,1,2,1,1,2,-1,2,2,1,-2,1,1,-2,1,NA,1,1,2
1509,0,1,2,-1,0,0,0,NA,1,2,-1,0,1,2,2,0,-1,-1,-1,1,1,-1,0,0,0,1,2,0,2,0
1511,1,1,0,1,2,0,1,1,NA,0,1,2,2,2,2,-1,-2,1,1,1,2,-1,1,0,1,1,1,1,1,1
1512,1,2,1,-1,0,0,2,2,0,1,-1,0,0,2,1,0,1,0,2,1,1,-1,1,0,0,1,1,1,1,1
1513,0,-2,0,2,1,0,0,0,0,-1,NA,0,0,1,1,1,0,1,1,0,0,2,1,0,1,-1,0,1,-1,0
1515,-1,-1,-1,-1,-1,0,1,1,2,0,-1,NA,-1,-1,1,-1,-1,1,0,-1,2,-1,0,0,-1,-1,1,-1,0,-2
1516,1,2,2,2,2,2,2,2,2,1,1,0,NA,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1
1517,2,1,2,0,1,0,2,2,1,1,0,0,1,NA,1,0,0,1,2,1,1,0,1,0,1,1,2,1,1,2
1518,1,1,0,0,2,1,1,1,2,0,1,0,0,0,NA,0,-1,2,1,1,2,-1,0,0,2,0,2,0,1,0
1519,1,0,0,1,0,2,0,0,0,0,1,0,1,0,-1,NA,0,0,0,0,0,1,2,2,NA,-2,0,2,-1,1
1520,0,2,0,-1,0,0,2,-1,0,2,-1,0,2,1,-1,0,NA,2,2,2,0,-1,0,0,0,1,0,1,2,0
1521,1,1,1,1,2,0,1,1,1,0,1,1,1,2,2,0,0,NA,1,1,2,1,0,1,2,1,1,0,1,1
1522,1,2,1,0,1,1,2,0,0,2,0,0,1,2,1,0,1,0,2,2,1,0,0,0,-1,1,1,0,1,2
1523,1,2,1,-1,1,0,2,2,0,2,-1,0,1,2,1,0,2,1,2,NA,1,1,1,0,1,2,1,1,2,1
1524,1,1,0,1,2,0,1,1,2,0,0,2,2,1,2,0,0,2,1,1,NA,0,0,0,1,1,1,0,1,1
1525,2,-2,0,2,1,0,1,0,0,0,2,0,1,1,0,1,0,2,1,1,0,2,1,1,2,0,1,2,1,1
1526,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,-1,NA,1,0,0
1528,0,0,0,1,0,2,2,0,0,0,1,0,2,1,-1,2,1,1,0,0,0,2,2,NA,0,-2,0,2,-1,0
1529,1,1,1,2,2,1,1,1,1,1,2,0,1,1,2,1,0,2,1,1,1,2,1,1,NA,1,1,1,1,1
1530,1,1,0,0,1,0,1,1,1,1,0,0,2,1,1,-1,0,1,1,1,0,0,0,0,0,NA,NA,-1,2,1
1531,1,1,2,0,2,0,-1,2,1,0,0,0,1,2,2,-1,-2,1,1,0,1,0,0,0,1,0,NA,0,0,0
1551,2,-2,0,1,0,1,1,-1,0,-1,1,0,0,2,1,2,1,0,1,1,1,2,2,1,1,-2,1,NA,0,2
1561,1,2,1,0,0,0,2,2,1,1,0,NA,1,1,1,-1,0,0,1,1,1,0,0,0,1,2,1,0,NA,1
1562,2,0,0,0,0,0,1,0,0,0,-1,0,0,2,1,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,NA
