0,4403,4405,4407,4408,4409,4410,4411,4412,4415,4416,4419,4422,4423,4425,4427,4430,4432,4433,4438,4462,4463,4465,4466,4467
4403,NA,1,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,NA
4405,1,NA,2,2,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,0,NA
4407,2,2,NA,2,2,1,2,2,2,2,2,2,2,0,-1,2,1,1,2,2,1,1,-2,NA
4408,0,1,1,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
4409,-1,2,1,0,NA,-1,1,1,-2,2,1,-1,1,0,1,0,2,1,1,2,1,1,0,NA
4410,-2,0,-1,0,1,NA,0,1,0,-2,1,-2,2,-2,2,-2,-2,0,2,1,2,2,-2,NA
4411,-1,0,1,0,1,0,NA,1,2,0,-1,-1,0,0,0,1,0,0,2,1,1,0,0,NA
4412,0,1,1,0,1,1,1,NA,0,0,2,1,1,1,0,0,0,0,2,1,1,0,0,NA
4415,-1,0,2,0,-1,-1,2,0,NA,-1,-2,-1,0,0,0,2,-1,0,0,0,1,0,0,NA
4416,0,1,0,0,2,0,1,1,0,1,1,0,1,0,0,0,2,1,1,1,1,1,0,NA
4419,-1,2,1,-1,2,1,0,1,-1,0,NA,1,1,0,1,0,0,2,2,1,NA,1,0,NA
4422,2,1,2,1,1,0,1,1,1,0,1,NA,1,0,0,1,0,1,1,1,0,0,0,NA
4423,0,2,0,0,2,2,1,1,0,1,1,1,NA,-1,0,0,0,0,1,2,2,2,-2,NA
4425,0,0,-2,0,0,0,1,0,0,0,0,-2,0,NA,0,-2,0,1,0,1,0,0,0,NA
4427,0,0,-2,0,1,2,1,0,0,0,1,1,1,-1,NA,-1,0,2,1,1,2,1,0,NA
4430,1,2,2,1,2,0,2,2,2,1,2,2,1,0,0,NA,1,0,1,1,0,1,0,NA
4432,0,0,-2,0,2,0,1,1,-2,2,0,-1,0,1,0,-1,NA,1,0,1,1,1,0,NA
4433,0,1,-1,-1,1,1,1,1,0,1,1,0,0,0,2,-1,1,NA,1,1,1,0,0,2
4438,0,2,1,0,1,2,2,2,-2,-1,2,1,2,1,2,0,0,1,NA,1,2,0,0,2
4462,0,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,1,1,NA,2,2,-1,NA
4463,-1,1,0,1,0,2,0,1,1,0,1,0,2,0,2,-1,0,1,1,2,NA,2,0,NA
4465,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,NA,-2,NA
4466,-1,0,-2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-1,0,2,0,NA
4467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
