0,3701,3703,3704,3705,3706,3707,3708,3709,3710,3711,3712,3713,3714,3715,3716,3717,3718,3719,3720,3721,3722,3723,3724,3725,3726,3727,3728,3729,3730,3731,3732,3733,3734,3735,3736,3737,3738
3701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3703,-2,2,1,0,1,1,0,1,0,0,1,-1,1,2,-2,-2,2,0,0,0,0,0,-2,0,0,-2,1,-2,2,-2,2,1,2,1,-2,-2,0
3704,0,1,0,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,1,0,1,0,1,1,1,1,1,2,2
3705,0,1,-1,0,0,2,-1,1,2,2,1,-2,-2,-2,0,1,1,1,2,2,0,0,0,1,0,0,0,0,2,0,1,2,1,1,0,1,1
3706,-1,1,1,1,1,0,1,1,2,2,0,1,0,0,1,1,1,0,2,1,1,1,-1,-1,-1,-1,1,-1,1,-1,2,1,1,1,-1,1,1
3707,0,0,0,2,2,1,1,0,2,2,1,0,1,0,0,0,1,1,2,2,0,1,0,0,0,0,1,0,2,0,0,2,2,0,0,0,1
3708,2,1,0,-2,1,1,0,1,1,2,1,1,2,1,0,0,1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,-2,1
3709,0,1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
3710,-2,1,1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,1,-2,1,1,2,-2,1,2,1,1,1,1,1
3711,0,0,-1,2,2,2,-1,0,2,2,2,0,-2,-2,0,0,0,0,2,2,1,0,0,0,0,0,2,0,2,0,1,2,2,1,0,-2,0
3712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3713,0,1,1,-1,1,0,0,-1,0,1,1,1,1,1,2,-1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,-1,0,1,1
3714,-1,0,-1,-2,-1,0,0,-1,0,-2,-2,0,0,-1,-2,0,0,1,1,0,-2,1,-2,1,1,-2,1,-1,0,-2,1,1,-2,-2,-1,-2,1
3715,-1,2,1,1,1,1,2,-1,1,0,1,0,1,0,0,0,2,1,1,1,1,1,0,0,0,0,1,0,2,0,2,2,1,1,0,-2,1
3716,0,1,1,-1,0,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
3717,0,1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,1,-1,-1,-1,0,-1,0
3718,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3719,-2,1,0,-1,1,2,2,2,1,-2,0,0,2,2,0,0,1,0,1,1,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,-1,2
3720,0,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,0,2,1,2,0,0,1,0,2,0,2,0,2,2,2,1,0,1,2
3721,0,0,1,1,2,1,1,0,1,2,0,-1,1,0,-1,-1,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
3722,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
3723,0,1,2,-1,1,2,1,1,1,1,-1,-1,2,1,-1,-1,1,2,2,1,2,2,0,0,2,0,1,0,2,0,2,2,2,1,0,2,2
3724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3728,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
3729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3730,0,1,0,2,2,2,2,-2,2,1,1,-1,1,2,-1,-1,1,1,2,1,1,1,0,0,0,0,0,0,2,2,0,0,0,0,-1,0,1
