0,3502,3503,3504,3505,3506,3507,3509,3510,3511,3512,3513,3514,3515,3516,3517,3518,3519,3520,3521,3522,3523,3524,3525,3526,3527,3528,3529,3530,3531,3532,3533,3534,3535,3536,3537,3538,3551,3552
3502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3503,NA,2,1,1,NA,NA,1,NA,NA,NA,NA,2,2,0,0,NA,0,1,NA,NA,NA,2,1,2,2,NA,1,NA,0,1,1,2,1,2,1,0,-1,NA
3504,NA,2,NA,1,NA,NA,0,NA,NA,NA,NA,1,1,1,1,NA,1,1,2,NA,1,0,2,1,2,NA,0,NA,1,1,1,1,1,1,1,2,NA,NA
3505,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,1,2,2,2,2,1,2,1,1,NA
3506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3514,NA,NA,NA,1,NA,-2,0,NA,NA,NA,-2,NA,2,-2,-2,NA,-2,2,1,-2,2,1,NA,2,2,-2,1,NA,2,NA,NA,2,1,1,2,-2,NA,NA
3515,NA,1,1,1,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,2,NA,1,NA,1,1,1,1,1,1,1,0,NA,NA
3516,1,0,2,0,0,0,NA,1,NA,-2,NA,1,1,NA,2,NA,NA,2,NA,0,0,0,1,NA,1,0,0,1,1,1,1,1,1,1,2,NA,1,NA
3517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,-1,-1,-1,NA,NA,2,NA,NA
3520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
3522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3524,NA,2,2,2,2,NA,1,NA,NA,NA,NA,2,2,2,NA,1,NA,1,NA,NA,2,NA,2,2,2,NA,2,NA,2,2,2,2,2,2,2,2,NA,NA
3525,1,1,2,1,-1,-1,-1,-1,2,0,0,2,2,2,2,0,1,1,2,2,2,0,0,2,2,0,0,0,2,2,2,0,0,2,0,2,-2,NA
3526,1,1,1,1,NA,NA,0,NA,1,NA,NA,1,2,-1,0,NA,0,1,1,1,1,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,0,NA
3527,0,1,2,1,1,-1,0,0,2,0,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,NA
3528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3529,NA,2,-1,NA,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,2,NA,-1,NA
3530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3532,2,2,1,2,0,-1,2,0,1,2,-1,2,2,0,0,0,NA,1,1,2,2,2,1,2,1,-1,0,0,2,NA,2,2,0,1,2,-1,-2,NA
3533,-1,2,-1,2,0,NA,1,-1,-1,-1,-1,1,2,NA,-1,-1,0,2,1,0,2,2,1,2,1,-1,2,2,2,2,NA,2,2,2,2,1,2,NA
3534,NA,2,1,2,NA,NA,1,NA,NA,NA,NA,2,2,1,1,NA,1,1,NA,NA,NA,1,1,2,1,NA,2,NA,1,2,2,NA,2,2,2,1,NA,NA
3535,0,NA,1,1,2,1,2,0,0,NA,0,0,-1,0,-1,NA,0,NA,NA,1,0,NA,0,NA,0,-1,0,1,1,NA,1,1,1,1,1,0,1,NA
3536,NA,1,0,0,0,0,0,NA,0,NA,NA,2,2,0,NA,0,0,2,NA,NA,NA,1,2,2,2,NA,0,NA,2,0,1,1,1,NA,NA,NA,0,NA
3537,-1,1,0,2,-1,-1,1,-1,0,-2,-2,0,0,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,-1,1,-1,1,2,1,2,1,1,NA,-1,-2,NA
3538,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,-2,1,2,NA,NA,2,NA,1,NA,NA,1,2,1,2,1,1,1,1,NA,NA,NA,NA,-2,1,NA,-2,NA
3551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA
