0,2101,2103,2106,2107,2109,2110,2111,2112,2115,2116,2119,2120,2122,2123,2127,2151,2152,2161,2162,2163,2172,2191,2412
2101,NA,NA,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1
2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2107,2,1,1,NA,2,-2,2,2,0,2,2,2,2,2,2,2,2,-1,1,2,2,2,2
2109,0,0,0,1,NA,0,2,0,0,NA,1,2,0,0,2,1,0,0,1,0,1,1,1
2110,2,0,-2,-2,-1,0,-2,0,2,0,-2,-2,0,0,-2,-1,-2,2,0,-2,-1,0,-2
2111,0,0,1,1,2,-1,NA,0,-1,2,0,2,0,0,2,1,0,-1,0,0,1,0,-1
2112,1,1,1,1,1,-1,1,NA,-1,2,2,1,1,1,1,1,2,-1,1,2,1,2,0
2115,1,0,-1,-1,0,2,-1,0,0,1,-2,-1,0,0,0,0,-1,1,0,-1,-1,2,0
2116,-2,0,1,2,1,-2,2,1,-2,NA,1,2,0,-1,2,1,0,-2,0,0,1,0,1
2119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2120,0,NA,1,2,1,0,2,1,1,2,2,NA,1,1,2,1,1,1,2,1,2,1,2
2122,1,2,0,1,0,1,0,1,1,1,0,0,NA,2,0,0,0,0,0,0,0,1,2
2123,1,2,1,1,0,2,0,2,2,1,1,2,2,NA,0,1,2,1,0,2,0,2,2
2127,-1,0,0,0,2,-1,2,1,0,2,-1,2,0,0,NA,1,0,-1,1,0,1,1,0
2151,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,NA,0,0,1,0,1,1,0
2152,-2,0,1,1,-2,-2,1,2,-2,1,1,1,1,1,1,1,NA,-2,1,2,1,1,-2
2161,2,0,-1,-1,0,2,-1,0,2,0,-1,0,0,0,0,0,0,NA,0,0,-1,0,0
2162,1,NA,1,1,0,0,0,1,0,1,2,1,0,0,0,2,1,0,NA,1,1,0,0
2163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2172,-2,0,1,1,1,-2,1,1,-2,1,2,1,-2,-2,1,1,1,-2,1,1,NA,1,-2
2191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
