0,7801,7802,7803,7804,7805,7806,7807,7808,7809,7810,7811,7812,7813,7814,7815,7816,7817,7818,7819,7820,7821,7822,7823,7824,7825,7826,7827,7828,7829,7830,7831,7832,7833,7834,7835
7801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7802,0,0,-2,0,0,0,0,1,1,0,-2,2,1,0,0,0,0,1,1,2,2,0,2,0,0,0,-2,0,-2,1,1,-2,2,2,2
7803,1,0,0,2,0,-1,0,0,-1,0,-2,-1,-1,0,-2,-1,0,0,1,-1,-2,0,1,1,0,1,0,2,0,0,-1,0,2,0,1
7804,1,1,2,0,0,0,1,1,0,0,-2,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,-1,2,1,1,0,0,2,0,1
7805,-1,-1,-1,-1,0,2,1,-1,1,0,2,1,1,2,-2,2,2,2,0,1,0,0,1,2,2,0,0,0,0,1,-1,-1,1,0,2
7806,0,0,-1,-1,0,0,1,1,0,0,-2,1,2,0,1,0,-1,-1,-1,0,0,1,0,-1,0,1,-2,-2,1,0,0,0,-2,0,0
7807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7808,0,0,-1,-1,0,2,0,0,2,2,0,1,1,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7809,2,0,-1,-1,0,1,0,2,0,0,-1,1,2,-1,2,0,0,0,0,2,1,2,1,1,-1,1,-1,-1,-1,1,0,1,-1,0,1
7810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7812,0,0,-1,-1,0,0,2,2,2,1,-2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7813,1,1,-2,-1,0,2,1,1,1,-1,-1,1,0,0,2,0,0,0,-1,1,1,1,0,-2,0,0,-2,-2,0,0,-1,1,-2,0,1
7814,0,0,0,0,2,1,1,1,0,1,-1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7815,2,-1,-2,-1,0,1,0,2,2,-1,-2,0,2,0,2,-2,-2,-1,-1,2,0,-1,-2,-1,0,0,-2,-2,-2,-2,-2,1,-2,-2,-2
7816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7817,0,0,0,0,2,1,1,0,0,0,1,0,0,2,-1,2,2,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1
7818,0,0,-1,0,1,1,1,0,1,1,-1,1,1,1,0,0,2,0,2,1,0,1,1,2,0,2,0,0,0,2,0,2,0,1,2
7819,0,1,-1,-1,0,0,2,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,-1,-1,0,2,0,1,-2,0,1
7820,2,2,0,0,0,2,0,1,2,0,-1,2,2,0,2,1,1,2,2,0,2,2,2,2,0,2,0,0,0,2,-2,2,0,0,2
7821,1,2,-2,-2,0,0,0,0,2,0,-2,2,0,0,1,0,0,1,0,2,1,1,2,2,0,2,-2,-1,-2,2,-1,-1,-1,1,2
7822,1,0,-1,-1,0,1,2,2,2,-2,-1,1,1,0,-1,-1,1,1,1,2,2,0,1,0,0,0,-1,-1,1,1,-1,0,1,0,0
7823,1,2,0,0,0,2,2,0,-1,0,0,2,2,0,-1,0,1,2,2,-1,2,1,0,2,0,1,-1,-2,1,2,1,2,-1,1,2
7824,1,1,0,1,1,1,2,1,1,1,0,1,1,1,1,1,1,2,2,1,1,1,2,0,1,1,1,1,2,2,1,2,1,1,2
7825,-1,-1,-1,-1,2,0,0,1,0,2,2,0,0,1,-2,2,2,0,1,0,-2,1,0,0,0,0,0,0,0,0,-1,0,0,2,0
7826,-1,-2,-1,-1,0,2,1,1,1,-2,-2,1,1,0,-1,-2,0,1,1,1,1,1,0,1,0,2,2,-1,0,2,-1,2,-2,-1,2
