0,5201,5202,5203,5204,5206,5207,5208,5209,5210,5211,5212,5213,5214,5215,5216,5217,5218,5219,5220,5221,5222,5223,5224,5225
5201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5202,2,NA,NA,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,NA,2,NA,2
5203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5204,1,1,NA,NA,1,NA,2,1,2,2,2,-2,1,2,2,1,2,2,2,2,2,0,2,0
5206,0,NA,NA,0,NA,0,0,0,0,1,1,0,0,0,0,0,NA,NA,1,1,1,0,0,0
5207,1,1,NA,1,1,NA,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,NA,1
5208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5209,0,0,NA,0,0,0,0,NA,NA,0,1,-2,2,0,0,0,0,0,0,0,0,0,0,0
5210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5211,-1,1,NA,2,0,0,2,2,2,2,2,-2,2,-1,1,1,2,2,2,2,2,2,2,2
5212,2,1,NA,1,2,1,2,2,2,2,2,-2,2,1,1,1,2,2,2,2,2,2,2,NA
5213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5214,0,1,NA,0,0,0,2,2,-1,2,2,-2,2,0,1,0,1,0,-1,0,1,1,0,0
5215,1,2,NA,2,1,0,2,1,2,2,2,-2,1,-2,2,1,2,2,2,2,2,-1,2,-2
5216,0,2,NA,1,0,2,1,2,0,1,0,-1,2,-2,NA,-1,1,1,0,2,2,0,1,0
5217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
5218,-1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,2,2,-2,-2,-2
5219,-2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,-2,-2,NA,0,2,0,-2,-2,2,0,1,-2,-2,-2,2,-2,2,2,NA,2,2,-2,-2,-2
5221,1,2,NA,1,2,NA,NA,NA,2,NA,NA,-2,NA,NA,2,NA,2,2,2,NA,2,NA,NA,NA
5222,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5223,2,2,NA,1,0,0,2,2,NA,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2
5224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5225,2,2,NA,0,NA,NA,2,NA,NA,2,2,2,0,NA,NA,2,NA,NA,NA,2,NA,2,NA,NA
