0,7203,7204,7215,7225,7231,7326,7402,7404,7406,7408,7410,7411,7417,7420,7421,7424,7428,7429,7432,7433,7465,7470,7471,7472,7473
7203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7204,0,NA,2,1,2,1,0,0,0,1,0,0,2,0,1,1,1,1,1,1,1,2,0,0,2
7215,0,2,NA,0,1,0,0,0,1,1,0,-2,1,0,0,0,0,0,0,0,0,1,-1,1,1
7225,0,1,0,NA,0,1,1,0,-1,0,0,-1,2,0,2,2,2,1,0,0,2,2,1,0,2
7231,0,2,2,0,NA,1,0,0,-1,0,0,-1,2,0,NA,1,1,1,NA,NA,0,1,1,0,0
7326,-1,0,0,1,1,NA,2,1,0,1,1,-1,0,2,1,0,2,0,2,2,1,0,1,1,0
7402,0,0,-1,0,-1,2,NA,2,-1,2,1,-1,2,2,2,0,2,0,2,2,2,2,1,0,0
7404,0,1,1,0,1,1,1,NA,0,1,2,-1,1,2,0,1,1,1,1,1,1,1,2,1,1
7406,0,1,-1,0,-1,1,0,1,NA,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
7408,0,1,0,0,1,1,2,1,0,NA,1,0,1,1,1,0,1,0,2,2,1,1,0,1,0
7410,0,1,0,0,0,1,1,2,0,0,NA,0,0,2,0,0,1,0,1,0,0,NA,1,0,1
7411,2,2,0,2,2,1,1,0,1,2,0,1,2,2,2,2,1,1,1,1,2,2,2,1,1
7417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7420,0,0,0,0,0,1,1,1,0,1,2,0,1,NA,0,1,1,0,1,1,0,0,1,0,0
7421,0,1,0,2,0,1,1,1,0,0,0,-1,1,0,2,1,1,1,1,0,1,1,0,1,1
7424,0,1,1,1,2,1,0,0,1,0,0,0,2,1,1,NA,1,2,0,0,1,1,0,1,1
7428,-2,0,0,0,0,2,2,1,NA,2,1,-2,1,2,0,0,NA,1,2,2,1,0,0,1,0
7429,0,0,0,1,2,1,0,0,0,0,-1,-1,0,0,1,2,1,NA,1,1,1,0,-2,0,1
7432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7433,0,1,0,0,0,1,2,1,0,2,0,-2,1,1,1,0,2,1,2,NA,0,0,1,1,0
7465,-1,1,1,1,1,2,2,0,0,1,1,-1,2,1,1,2,2,2,1,1,NA,1,1,1,1
7470,0,2,2,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,NA,1,0,2
7471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7473,0,2,1,1,1,1,1,1,0,0,2,0,1,1,1,1,1,1,0,0,1,NA,1,0,1
