0,5202,5212,5217,5218,5225,5304,5305,5306,5307,5311,5314,5315,5316,5318,5360,5361
5202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5305,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5306,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5307,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5311,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5315,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
5316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5318,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
5360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
