0,2124,2602,2603,2606,2607,2610,2611,2615,2618,2619,2623,2624,2625,2627,2628,2629,2631,2632,2634,2661,2662,2663,2664,2665,2666,2667,2919
2124,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2606,1,0,-2,NA,2,-2,0,NA,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1
2607,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,-2,-2,1,NA,NA,NA,1,2,NA
2610,1,0,0,0,0,NA,-1,1,2,2,0,1,1,-2,2,2,2,2,1,-1,1,0,0,1,-2,0,0
2611,1,2,0,2,2,1,NA,2,1,1,1,1,NA,1,0,0,0,2,0,1,2,NA,-2,0,-2,2,-2
2615,0,1,1,0,2,2,1,NA,2,NA,2,2,1,1,0,2,0,1,0,1,2,NA,NA,1,-1,2,-1
2618,0,1,1,0,1,2,-2,-2,NA,2,2,2,2,1,2,2,2,2,1,0,NA,0,NA,0,1,1,1
2619,-1,1,2,1,1,2,1,2,2,NA,0,1,1,0,0,1,1,0,0,-1,1,-1,-1,0,0,1,-1
2623,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,NA
2624,0,0,0,0,0,0,0,NA,NA,0,0,0,2,0,0,2,2,2,2,0,2,0,0,0,0,0,0
2625,1,1,1,1,1,2,1,1,2,2,1,1,NA,1,1,1,1,2,1,1,2,NA,NA,2,1,1,1
2627,0,0,-2,2,2,-1,1,1,-2,-1,-1,0,1,2,2,NA,-2,0,0,0,0,0,0,0,0,0,0
2628,1,0,0,2,2,2,-1,0,1,1,1,2,0,-2,2,2,2,2,-2,0,1,-2,-2,-2,0,2,-2
2629,0,0,0,2,1,2,-1,2,2,2,0,2,1,1,2,NA,2,2,0,0,1,NA,NA,NA,-1,2,NA
2631,1,1,1,2,1,1,0,2,1,2,1,2,1,1,2,2,NA,1,1,1,1,NA,NA,NA,NA,2,1
2632,1,1,1,0,2,2,1,2,2,1,2,2,1,2,1,2,2,0,NA,1,2,NA,NA,NA,1,2,NA
2634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2661,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,NA,0,0,0,1,0,1,1
2662,0,0,0,-2,0,0,0,2,1,0,0,2,1,-1,-1,0,-1,2,0,0,2,0,0,0,0,2,0
2663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2667,0,0,0,0,1,1,1,2,1,2,0,1,0,0,2,2,1,2,0,0,2,0,0,1,0,2,0
2919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
