0,7206,7207,7213,7216,7219,7308,7309,7312,7315,7317,7319,7320,7323,7325,7351,7360,7363,7364,7365,7370,7372,7373,7374,7375
7206,0,2,2,2,0,0,1,2,1,1,0,1,2,1,0,0,2,1,1,1,NA,1,0,1
7207,2,2,1,1,2,0,2,1,1,1,1,0,2,2,0,-2,2,2,1,0,0,0,1,1
7213,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,-1,0,1,-1,1,0,1,0,0
7216,NA,2,2,1,1,NA,2,2,0,1,0,1,2,2,NA,-2,1,0,1,2,1,NA,2,2
7219,NA,1,0,0,NA,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,NA,1,0,0
7308,0,0,2,2,0,NA,0,1,0,2,2,2,2,0,0,-1,1,0,-1,2,NA,0,NA,2
7309,2,2,1,2,1,-1,0,1,-1,1,0,1,2,1,2,0,2,1,-1,0,NA,0,1,1
7312,1,1,1,1,0,0,1,NA,1,0,0,2,1,1,1,2,1,0,-2,1,-2,2,1,1
7315,0,0,1,0,0,-1,-1,1,NA,-1,0,0,0,1,0,0,0,0,1,1,NA,1,NA,1
7317,1,0,2,1,0,2,1,1,1,NA,1,2,2,1,0,1,1,1,1,2,NA,1,1,1
7319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7320,1,0,1,0,0,-1,1,2,0,1,0,2,0,0,1,1,1,0,-2,1,-2,1,1,0
7323,2,2,1,2,1,1,2,1,0,1,1,1,NA,1,0,1,2,1,-1,1,NA,0,NA,1
7325,1,2,2,1,1,1,1,2,2,1,0,1,1,NA,1,1,1,1,2,1,NA,1,NA,2
7351,0,1,1,1,1,-1,2,1,0,0,0,0,1,2,0,0,0,1,-1,0,NA,0,NA,1
7360,1,0,2,0,0,-1,1,2,0,-1,0,2,1,0,1,2,1,-1,-2,2,NA,0,NA,0
7363,1,1,1,2,-1,1,1,2,0,1,0,2,2,0,0,1,NA,-1,0,1,NA,1,0,1
7364,2,1,0,0,2,0,2,2,0,1,0,1,1,0,0,-1,0,NA,-2,0,NA,1,NA,0
7365,0,0,1,2,0,0,0,-1,2,1,0,-1,1,2,0,-2,0,0,NA,1,NA,0,NA,1
7370,1,1,1,1,-2,1,1,1,1,1,1,1,1,-2,-2,1,1,1,1,NA,NA,1,NA,1
7372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
7374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7375,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
