0,2301,2302,2303,2304,2305,2306,2307,2308,2309,2311,2312,2313,2314,2315,2316,2317,2319,2320,2321,2323,2324,2325,2326,2327,2328,2329,2330,2391
2301,NA,0,0,-2,1,0,0,1,1,2,1,-1,0,1,0,0,0,-1,0,0,1,0,0,1,0,0,0,1
2302,0,2,NA,-2,1,1,0,2,2,1,1,1,2,2,0,2,2,0,-1,1,1,-2,-2,2,0,NA,1,-1
2303,-2,NA,NA,-2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,-1,-1,0,0,-2,0,2,NA,-2,NA,0
2304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2305,1,2,NA,-1,NA,1,1,2,2,1,1,0,1,1,-1,2,1,-1,-1,1,1,-2,1,2,NA,1,NA,1
2306,0,1,-1,NA,1,NA,1,1,2,0,2,1,2,NA,-2,-1,0,-1,0,1,1,-1,1,1,1,1,-2,2
2307,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0
2308,2,1,NA,-1,1,-1,0,NA,1,2,2,0,1,1,0,1,1,0,-1,0,1,-1,-1,0,1,2,2,2
2309,0,2,NA,-2,2,0,0,1,NA,1,1,1,1,1,1,1,NA,1,1,1,0,0,1,2,NA,NA,NA,1
2311,2,-1,NA,-2,0,-1,0,2,1,NA,1,0,0,1,0,1,0,-1,0,1,1,-1,0,0,0,0,NA,1
2312,2,-1,-2,-2,0,1,-2,2,2,NA,NA,0,-1,2,1,1,-2,2,-2,2,1,-2,1,-1,2,1,-2,2
2313,-2,0,-2,0,0,-1,0,0,0,-1,-1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2314,1,2,0,0,2,1,2,2,2,1,0,-2,2,1,0,0,0,-2,2,1,0,0,0,0,0,0,0,0
2315,0,0,NA,NA,1,1,0,1,2,-1,0,0,0,NA,NA,0,1,0,0,2,1,NA,2,1,2,1,NA,2
2316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2317,0,0,NA,1,NA,NA,NA,2,2,2,2,2,2,1,1,NA,2,1,1,1,0,NA,0,2,NA,2,NA,1
2319,0,2,-2,-2,2,1,0,2,2,-2,-2,0,-1,2,-2,2,NA,0,-2,-2,2,-2,1,2,0,1,NA,0
2320,-1,0,0,-2,1,-2,0,0,2,0,-1,2,1,0,0,1,0,0,1,1,0,-1,0,2,0,-1,0,0
2321,-2,1,NA,-2,1,-2,NA,0,1,1,0,1,1,1,1,1,0,0,2,1,1,0,-2,-1,-2,-2,-2,-2
2323,0,-1,NA,-2,0,1,0,2,1,NA,1,2,2,2,2,1,0,1,0,2,0,2,2,1,1,1,NA,1
2324,2,1,0,-2,2,1,0,1,2,2,2,0,1,1,0,0,0,0,1,2,NA,-1,2,1,1,1,0,2
2325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2326,-1,0,0,-1,1,1,0,0,1,0,1,0,0,2,0,1,0,1,0,2,1,0,1,1,1,1,NA,2
2327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2329,-1,1,-2,-1,1,1,-2,2,1,1,1,-1,-1,1,1,2,1,-2,-2,1,1,-2,1,-1,1,1,-2,1
2330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2391,1,0,NA,-2,2,2,1,2,2,2,2,1,2,2,2,1,2,-1,1,1,0,1,2,2,0,2,0,NA
