0,7101,7104,7105,7108,7112,7113,7116,7117,7120,7124,7128,7129,7131,7160,7161,7170,7171
7101,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7105,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7112,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7113,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7116,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7117,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7120,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7124,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7129,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7131,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7161,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7171,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
