0,5502,5601,5602,5605,5610,5619,5624,5626,5627,5662,5663,5664,5670,5671,5672,5673,5674,5675,5676,5677,5678,5680,5681,5682,5683,5684,5685
5502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5602,NA,0,NA,1,0,0,2,2,1,2,-2,-2,2,1,-1,0,-2,0,-1,1,1,1,1,0,-1,-1,2
5605,NA,-1,2,NA,-2,0,2,2,1,2,-2,-2,1,0,0,0,-2,0,0,1,1,0,0,1,0,0,0
5610,-1,0,-1,0,NA,-2,-2,-2,-2,-2,1,-2,-2,-1,-2,0,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,1
5619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5624,NA,0,2,1,-1,0,NA,2,1,1,-1,-2,1,NA,1,NA,-1,1,NA,1,1,1,1,NA,1,NA,1
5626,0,-1,2,2,-1,-1,1,NA,0,1,0,-2,2,-1,0,-1,-1,0,-1,0,0,0,-1,-2,-2,-2,0
5627,1,0,1,1,0,0,1,1,NA,1,0,0,0,1,NA,0,0,0,0,2,2,NA,0,0,0,0,0
5662,0,-1,2,2,-2,0,1,2,1,NA,-2,-2,1,0,0,0,-2,0,0,1,1,1,0,1,0,0,1
5663,NA,2,0,0,2,0,0,0,1,0,NA,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0
5664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5671,-1,-1,1,0,-1,-1,0,0,-1,1,-1,-1,1,NA,2,0,-1,1,-1,1,0,2,NA,NA,-1,-1,2
5672,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,1,1,1,0,0,0,1
5673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5674,1,2,1,1,1,1,1,1,1,1,2,2,1,0,1,-1,NA,1,-1,1,NA,-1,1,1,1,1,1
5675,2,-1,1,0,0,0,0,0,0,NA,0,0,1,1,1,0,0,NA,0,1,0,2,0,0,0,0,2
5676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5677,0,0,0,1,0,0,1,1,2,0,0,0,0,NA,0,0,0,0,0,NA,2,0,0,0,0,0,0
5678,NA,NA,2,NA,NA,NA,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
5680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5681,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,NA,0,-1,0,2
5682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5685,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,2,0,0,0,NA
