0,3601,3602,3603,3604,3605,3606,3607,3609,3610,3611,3612,3613,3614,3615,3617,3619,3620,3621,3622,3623,3624,3625,3626,3627,3628,3629,3630,3631,3632,3633,3651,3652,3653,3691,3692
3601,2,1,2,0,2,0,1,1,2,0,1,2,0,NA,1,NA,2,1,NA,2,1,0,2,1,1,2,2,1,1,2,1,0,2,1,2
3602,0,NA,1,1,-1,-1,-1,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,NA,NA,0,0,0,0,0,0
3603,0,1,NA,2,0,-1,NA,2,1,0,0,0,0,2,2,NA,0,NA,0,0,2,NA,-1,0,NA,1,0,NA,2,NA,NA,NA,NA,1,NA
3604,-1,1,2,NA,0,NA,NA,2,1,1,0,0,0,2,1,NA,NA,0,NA,-1,1,NA,0,0,NA,0,0,NA,2,NA,NA,1,-1,2,0
3605,2,2,2,1,NA,NA,NA,2,1,2,2,2,1,1,2,NA,NA,1,NA,2,1,NA,1,2,1,2,1,NA,1,NA,1,-2,-1,1,1
3606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3609,-2,1,2,2,-1,-2,0,NA,2,1,1,0,1,2,2,-2,2,0,-1,-2,2,-1,0,1,0,0,-1,-1,2,0,0,1,0,2,0
3610,NA,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA
3611,-2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,NA,1,1,NA,-2,2,NA,-2,1,NA,1,1,NA,2,NA,NA,1,1,2,2
3612,0,1,1,1,0,-1,-1,1,1,1,NA,1,2,2,1,-1,-1,1,-1,1,1,0,1,1,0,2,2,-1,1,-1,-1,-1,-1,1,-1
3613,1,1,NA,0,1,0,-1,0,-1,1,NA,NA,0,1,NA,-1,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,1,1,NA,1,0,0,2,1
3614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3615,-2,2,2,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
3617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3621,-2,0,-2,0,2,-2,0,1,1,-2,2,2,1,1,1,NA,NA,NA,NA,1,1,NA,0,0,NA,-2,2,NA,-2,NA,-2,-2,-2,2,-2
3622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3623,2,1,0,0,2,-1,-1,1,2,0,1,2,1,1,0,1,1,1,1,2,2,NA,NA,2,1,2,2,2,1,NA,2,1,1,1,0
3624,1,2,NA,1,1,-2,-2,2,1,2,2,1,2,1,1,-2,1,1,0,1,2,-2,1,2,0,2,2,-2,2,-2,-2,0,-2,1,-2
3625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
