0,2201,2202,2203,2204,2206,2207,2208,2209,2210,2211,2212,2213,2215,2216,2217,2218,2219,2220,2221,2222,2223,2224,2225,2226,2227,2229
2201,0,1,1,0,1,0,-1,-2,-2,2,1,1,1,-1,2,2,2,2,1,0,1,-1,0,0,-1,0
2202,2,0,1,0,0,1,-1,0,0,1,0,1,1,0,1,2,2,2,2,-1,1,0,1,0,0,-1
2203,1,0,NA,1,0,1,0,-1,-1,1,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0
2204,1,1,1,NA,0,2,0,-1,0,1,2,-1,-1,0,0,0,0,1,0,1,-1,0,0,1,0,0
2206,0,0,0,0,NA,1,2,1,1,0,0,0,0,1,0,-2,1,2,1,2,0,0,0,0,0,2
2207,1,0,0,2,1,NA,1,0,0,0,2,0,0,0,0,0,0,0,-1,1,-1,0,0,0,1,1
2208,-1,2,0,1,1,1,NA,1,-2,-2,0,1,1,1,0,0,-1,-2,2,2,0,-2,2,1,1,2
2209,-2,0,-1,1,2,1,1,2,2,0,1,1,1,2,-1,-2,-2,1,-1,1,0,0,0,0,0,1
2210,-1,-1,-1,1,2,1,1,2,NA,-1,1,1,1,2,-1,-1,-1,1,-1,1,1,1,-1,NA,1,1
2211,2,1,0,1,0,1,-1,-1,0,NA,1,2,2,1,2,2,2,2,2,2,-1,-1,2,0,1,-1
2212,1,1,1,2,1,2,-1,-2,-1,1,NA,1,1,1,1,1,-1,1,1,1,-2,1,1,2,-1,1
2213,1,1,0,0,0,1,1,0,0,2,0,NA,2,1,2,2,1,1,2,1,1,0,2,0,1,1
2215,1,1,0,0,-1,0,1,-1,0,2,0,2,2,0,2,2,2,1,2,0,1,-1,2,0,1,0
2216,-1,1,-1,1,1,1,1,2,2,1,1,0,1,NA,1,-1,-2,1,-2,1,-2,-2,1,-2,1,1
2217,2,2,2,1,1,1,1,0,0,1,1,2,2,0,NA,2,2,2,2,1,1,0,2,0,1,0
2218,2,1,0,0,-2,0,1,-2,-2,2,0,2,2,-2,2,0,2,2,2,-1,1,-2,1,0,0,0
2219,2,2,0,0,1,1,1,-2,-2,1,0,0,1,-2,1,2,NA,2,1,1,1,1,NA,NA,0,-1
2220,1,2,0,0,1,0,0,1,0,1,0,0,1,0,0,1,2,NA,1,-1,1,0,1,0,-1,-1
2221,1,1,1,0,0,0,1,0,0,1,0,2,2,0,2,2,1,1,2,0,1,1,1,0,1,0
2222,1,0,0,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2,-1,-1,1,0,1,2
2223,1,0,2,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,-2,0,-1,2,1
2224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2225,1,1,1,1,0,0,2,-1,-1,2,1,2,2,0,1,1,-1,0,0,1,-1,0,NA,0,-1,2
2226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2227,0,0,-1,1,-1,1,1,1,0,1,1,0,1,0,1,0,-1,0,-1,0,2,-2,0,-1,0,1
2229,1,0,0,0,1,1,2,-2,-2,-2,-1,0,1,1,1,0,-1,NA,NA,2,-1,-1,1,1,-2,2
