0,6201,6202,6203,6204,6205,6206,6207,6208,6209,6210,6211,6212,6213,6214,6215,6216,6217,6218,6219,6220,6221,6222,6223,6225,6226,6227,6228,6229,6230,6231,6232,6233,6234,6260,6261
6201,NA,2,1,-1,1,1,1,0,0,0,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1
6202,1,NA,2,0,1,2,1,0,2,0,1,1,0,0,0,1,0,1,0,2,2,1,0,0,0,1,0,0,0,0,0,2,2,0,0
6203,-2,1,2,NA,0,2,2,0,-1,-1,1,-1,1,-2,0,1,1,2,0,0,1,-2,1,2,0,-2,1,1,0,1,1,-1,1,1,1
6204,-1,1,2,NA,0,2,2,1,0,0,0,NA,-1,0,1,0,1,2,0,0,2,-1,2,2,0,0,1,1,0,1,0,0,1,0,1
6205,1,1,1,-1,NA,1,0,0,2,-1,0,2,0,1,1,0,1,0,1,0,1,1,1,1,2,-1,1,1,2,2,1,0,1,2,1
6206,0,2,2,2,1,NA,2,1,2,0,1,1,0,0,1,1,1,2,1,0,1,1,1,2,0,0,1,1,0,1,1,2,1,1,1
6207,1,1,2,2,1,2,NA,0,1,0,1,1,0,0,1,0,1,2,0,0,1,0,1,2,0,1,1,1,1,1,0,1,1,0,1
6208,0,0,0,0,1,1,0,0,0,1,0,2,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,2,0,0,0,0,0,-1,1
6209,1,2,0,-1,1,2,1,0,NA,0,0,1,0,0,-1,-1,0,-1,1,2,-1,1,0,-2,2,1,0,0,1,1,-1,2,2,0,-1
6210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6211,1,1,1,0,1,1,0,1,1,-1,NA,0,1,0,1,2,2,1,1,2,2,0,1,0,0,2,0,0,1,1,-1,1,0,1,1
6212,2,2,0,0,2,2,1,1,1,0,1,NA,1,0,1,0,2,1,1,1,1,1,1,1,NA,0,2,1,1,2,1,1,0,2,1
6213,2,0,1,-1,1,0,1,2,0,2,1,1,NA,2,0,1,2,0,2,1,1,1,0,0,0,0,1,2,0,0,-2,0,0,0,0
6214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6215,0,2,1,0,1,2,1,1,0,0,0,0,1,0,NA,0,0,0,0,0,-1,2,2,2,0,0,0,2,1,2,2,0,0,0,2
6216,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,NA,1,1,1,2,1,0,0,-1,0,1,0,0,0,-1,-2,0,1,0,0
6217,1,0,-1,1,2,1,1,0,0,-1,2,0,2,0,0,1,NA,0,1,1,1,1,1,-1,-1,2,1,0,-1,1,-1,2,0,0,0
6218,-1,1,2,2,1,2,2,1,1,-1,1,1,-2,0,1,1,1,NA,0,0,2,-1,1,2,-1,-1,1,1,-1,1,1,1,1,0,1
6219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6220,0,2,1,0,1,1,0,0,1,-1,2,0,0,0,0,2,1,0,0,NA,2,0,0,0,0,2,0,0,0,-1,-1,1,2,0,0
6221,0,2,1,2,1,1,1,1,-1,-1,2,1,-1,0,0,2,1,2,1,2,NA,0,0,1,1,2,0,1,0,-2,-1,1,1,0,0
6222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6223,1,1,0,-1,0,1,1,0,0,0,0,0,1,0,2,0,-1,0,0,1,-1,1,NA,1,0,-1,-1,1,0,2,2,-1,0,1,2
6225,0,1,2,2,1,2,2,1,1,-1,1,0,0,-1,1,1,1,2,0,0,1,0,1,2,0,0,1,2,1,0,1,1,0,1,1
6226,2,1,1,1,2,0,1,0,2,0,1,1,0,1,-1,-1,0,0,1,1,1,2,1,0,0,-1,2,1,2,2,0,0,-1,-1,0
6227,1,1,0,0,0,0,0,0,2,-1,2,0,0,0,0,1,1,0,0,2,1,0,0,0,0,NA,0,0,0,-1,-1,1,1,0,0
6228,0,1,2,1,2,1,1,0,0,-1,0,2,-1,0,0,0,1,0,0,1,1,0,0,1,2,0,NA,0,2,1,-1,2,2,2,0
6229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6230,2,1,2,1,2,1,1,1,2,0,0,1,0,0,0,1,1,0,1,1,1,2,1,1,2,0,2,1,NA,2,1,0,0,1,1
6231,1,1,1,1,2,1,1,0,1,0,1,2,1,1,2,1,0,0,0,1,0,2,2,2,2,-2,-1,2,2,NA,2,0,0,2,2
6232,0,1,0,0,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,0,0,1,0,2,NA,1,0,1,2
6233,1,2,0,0,2,2,1,0,2,0,0,0,0,0,1,0,2,1,1,2,0,2,1,1,0,0,1,2,0,1,1,NA,1,0,0
6234,0,2,1,0,1,1,0,-1,2,-2,1,-1,-1,-1,0,1,0,0,-1,2,1,0,0,-1,-1,0,0,-1,-2,-2,-2,1,NA,0,-1
6260,1,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,2,1,1,0,NA,0
6261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
