0,7352,7601,7602,7604,7609,7616,7617,7619,7620,7622,7623,7625,7626,7627,7628,7629,7631,7632,7633,7660,7661,7662,7663,7664,7665
7352,NA,2,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0
7601,2,1,1,0,0,0,0,0,0,0,0,0,-2,0,0,0,2,0,-2,-2,0,0,1,0,-2
7602,1,1,NA,-1,1,1,0,2,2,1,1,1,0,2,1,1,1,0,-1,-1,1,NA,1,1,-1
7604,0,0,0,NA,1,0,0,-2,-1,-1,1,0,-2,1,2,-2,-1,-2,2,1,0,1,1,1,1
7609,1,0,0,0,NA,2,0,1,-2,1,1,1,2,1,NA,0,0,1,0,-1,0,1,0,0,1
7616,0,0,2,0,2,NA,-2,2,2,-1,1,1,1,1,-1,1,1,1,-1,0,-1,NA,0,0,0
7617,0,1,1,2,1,0,1,1,1,1,1,0,0,0,2,0,0,0,2,0,0,0,-2,0,0
7619,1,1,2,0,2,2,0,0,1,2,2,1,0,2,0,1,1,0,0,0,-2,2,-2,0,0
7620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7622,-1,-1,2,-2,0,-2,0,2,0,NA,2,1,0,0,-2,1,-1,0,-1,-1,-1,-1,-1,-1,-1
7623,1,2,2,1,2,2,1,1,1,2,NA,2,1,1,1,2,1,1,1,1,1,1,1,1,1
7625,0,1,1,0,0,1,0,0,1,0,2,NA,0,1,0,2,0,0,0,0,0,-2,0,0,0
7626,0,-2,0,-1,2,1,-1,0,0,0,0,0,NA,1,-1,1,0,2,0,1,0,0,0,0,1
7627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7628,0,2,1,2,1,0,1,-2,0,-2,-1,-2,-2,0,NA,-2,-1,-2,2,-2,-1,-2,0,0,-2
7629,0,0,1,-1,0,2,-1,0,1,2,2,NA,0,1,-1,NA,0,0,-1,0,-1,-2,0,0,1
7631,2,2,1,0,1,0,-1,1,0,0,1,1,1,0,0,1,NA,1,0,0,2,0,2,2,0
7632,0,-2,1,-2,2,1,0,0,0,0,0,0,2,2,-1,0,0,NA,-2,1,1,NA,1,0,1
7633,1,1,0,2,1,0,2,-1,-1,-1,0,1,0,0,2,-2,0,0,NA,0,0,0,0,0,1
7660,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2
7661,2,1,1,0,0,0,-1,-2,0,0,1,0,0,-2,0,-1,2,0,0,-1,NA,0,2,1,-1
7662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7663,2,1,-1,0,0,-1,-1,-2,0,0,0,0,-1,0,0,0,2,1,0,-1,2,0,NA,2,-1
7664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7665,0,0,0,0,0,0,0,0,0,0,-2,-1,2,0,0,1,0,2,0,2,0,0,0,0,2
