0,6401,6402,6403,6404,6405,6406,6407,6408,6409,6410,6411,6412,6413,6414,6415,6416,6417,6418,6419,6420,6421,6422,6423,6424,6425,6426,6427,6428,6429,6430,6431,6432,6433,6434,6435,6436
6401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
6402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6403,1,0,0,1,1,1,1,1,1,0,2,0,2,1,1,1,1,0,0,1,1,2,2,1,2,0,1,0,1,0,2,1,1,2,0,1
6404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-2,0,0,0,0,0,0
6405,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6406,1,1,2,1,1,0,2,1,2,1,1,-1,0,1,0,-1,2,-1,1,1,2,2,2,2,2,1,1,0,1,0,2,1,2,2,1,2
6407,2,2,2,2,2,0,0,2,2,0,0,0,2,0,0,0,2,0,0,2,-2,2,2,-2,-2,0,0,0,0,0,0,0,0,2,2,2
6408,0,0,1,1,0,0,-1,0,1,0,1,-1,0,0,-2,0,1,-1,-1,1,0,1,2,0,1,0,0,-1,1,0,0,-1,0,0,-1,1
6409,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6410,1,0,0,0,0,0,-1,0,0,-1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,-1,1,1,0,1,0,0
6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6414,0,0,0,0,0,0,0,0,2,0,2,0,0,0,-2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
6415,1,1,2,1,1,1,1,1,1,0,2,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2
6416,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6417,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1
6418,0,0,1,0,0,0,-1,0,1,0,0,0,0,0,0,1,0,1,0,0,-1,1,1,-2,-2,1,0,0,0,0,0,-1,0,0,0,0
6419,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1
6420,0,0,1,1,0,0,-1,1,1,0,1,-1,0,0,-1,-1,1,-1,0,0,0,0,1,1,1,0,0,-1,0,-1,1,0,0,0,0,0
6421,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
6422,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6425,0,1,1,0,0,-1,-2,0,0,0,1,0,-1,0,-1,-1,0,0,0,0,1,0,1,0,2,0,0,-2,0,-1,0,0,0,0,-1,1
6426,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,1,0,0,0,0,-1,-1,0,0,0,0,0
6427,1,1,1,1,1,-1,1,1,1,0,1,-1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,-1,0,0,0,1,0,1
6428,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
6429,1,2,1,0,-1,-2,-1,0,0,-1,1,-2,1,0,-2,0,2,-1,0,0,2,1,2,1,2,1,1,0,2,-2,-1,-1,-1,1,-2,2
6430,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,-1,1,1,-1,-1,1,1,2,1,-1,2,2,1,1,1,1
6431,2,0,0,2,0,0,-2,2,2,-2,0,0,0,2,0,-2,0,-2,0,0,2,2,2,2,2,0,2,-2,2,-2,0,-2,0,0,0,2
6432,1,-1,0,1,1,0,-2,0,0,-1,1,-2,1,1,0,-1,2,0,-1,0,1,2,2,-1,-1,0,0,-2,1,-1,-2,0,0,0,-1,1
6433,1,1,2,2,2,1,0,1,1,0,2,0,1,0,0,0,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,0,2
6434,2,0,0,0,0,0,-1,0,2,0,0,0,0,1,1,0,2,1,-1,0,0,1,2,-1,-2,0,0,-1,0,0,-1,0,0,0,0,1
6435,0,0,0,0,0,-1,-2,1,-1,0,1,-1,0,0,0,-1,1,0,1,-1,-1,1,1,0,0,-1,0,0,0,0,1,0,1,1,0,1
6436,0,1,1,1,0,0,2,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,2,1,1,0,1,0,1,0,1,1,1,2,1,2
