0,2531,2662,2806,2807,2911,9702,9704,9705,9706,9707,9708
2531,0,1,0,0,0,0,0,1,0,0,0
2662,0,0,0,0,0,0,0,0,0,0,0
2806,0,0,0,0,0,0,0,0,0,0,0
2807,0,0,0,0,0,0,0,1,0,0,0
2911,0,0,0,0,0,0,0,0,0,0,0
9702,0,0,0,0,0,0,0,0,0,0,0
9704,0,0,0,0,0,0,0,0,0,1,0
9705,0,0,0,0,0,0,0,0,0,0,0
9706,0,0,0,0,0,0,0,0,0,0,0
9707,0,0,0,0,0,0,0,0,0,0,0
9708,0,0,0,0,0,0,1,1,1,0,0
