0,4401,4402,4403,4404,4405,4406,4407,4408,4409,4410,4411,4412,4413,4414,4415,4416,4417,4418,4419,4420,4421,4422,4423,4424,4425,4426,4427,4428,4429,4430,4431,4432,4433,4434,4435,4436,4437,4438
4401,2,2,-2,0,0,-2,-2,0,-2,0,0,0,0,0,2,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,-2,0,-2,0,-2,0,0,0,0
4402,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4403,0,2,0,0,0,-2,0,2,0,2,2,2,0,0,2,0,-2,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,-2,0,0,2,2
4404,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
4405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4406,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,-2,0,-2,0,0,0,0,0,0,0,0,-2,0
4407,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0
4408,0,2,0,-2,0,0,-2,0,-2,0,2,0,0,0,2,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4409,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4410,0,2,-2,-2,-2,-2,0,2,-2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,2,-2,0,-2,2,-2,0,0,2,0
