0,3101,3102,3103,3105,3106,3107,3108,3109,3110,3111,3112,3113,3114,3115,3116,3117,3118,3119,3120,3121,3122,3123,3124,3125,3126,3127,3128,3129,3170
3101,NA,1,1,1,2,1,1,0,1,1,1,2,2,1,0,1,2,1,1,1,1,0,0,0,0,1,1,1,2
3102,1,2,2,2,1,2,0,0,1,0,1,0,2,1,0,1,2,0,1,0,2,2,0,2,2,0,0,2,0
3103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3106,2,2,2,2,NA,2,2,-2,2,2,2,2,2,2,-2,2,2,2,2,2,2,-2,-2,2,2,2,2,2,2
3107,1,1,1,0,1,2,1,0,2,0,2,2,2,1,1,2,2,1,1,2,0,1,0,2,0,0,2,2,2
3108,1,2,1,2,1,1,2,0,1,2,0,2,1,1,0,2,0,1,1,2,2,-2,0,0,1,1,1,2,1
3109,0,1,1,1,0,0,0,NA,1,1,-2,0,0,1,2,1,0,0,1,2,2,-2,0,1,0,-2,0,1,1
3110,0,0,1,0,0,0,0,0,NA,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3111,1,1,1,1,1,0,1,0,0,NA,0,1,0,0,0,1,0,1,1,2,1,1,1,1,0,2,0,1,1
3112,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3114,2,2,2,2,2,2,0,0,2,0,1,0,2,2,0,0,2,0,2,0,1,0,0,0,1,0,2,2,1
3115,1,1,1,1,0,2,1,0,2,0,0,0,1,NA,0,2,2,1,2,1,1,0,0,1,1,0,1,0,1
3116,0,1,0,-1,-1,1,1,2,1,0,-2,1,0,-1,NA,0,0,1,1,1,0,-1,0,1,0,-2,2,1,0
3117,0,1,1,2,0,1,2,1,1,1,1,2,1,2,1,NA,1,1,1,1,1,1,0,1,2,0,0,1,0
3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3119,0,2,1,0,2,0,2,2,0,2,-1,1,0,0,1,2,0,NA,2,2,1,-2,2,1,0,0,0,2,0
3120,-1,0,0,0,0,0,1,0,1,1,-1,0,1,2,0,0,0,0,2,0,0,0,0,-1,0,-1,2,-1,1
3121,1,1,1,1,1,1,2,2,0,2,0,1,1,1,1,1,1,2,1,1,1,-1,2,-1,0,0,1,0,1
3122,0,2,2,1,1,1,2,1,1,1,1,0,1,1,1,1,1,0,1,1,NA,2,0,2,2,0,1,1,0
3123,-1,2,1,-1,0,1,-2,-1,0,-1,0,-1,0,0,0,0,0,-1,0,0,2,NA,-1,2,0,-1,0,1,-1
3124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3125,-1,2,2,-1,0,1,1,0,0,0,-1,-1,0,0,0,1,0,1,1,0,2,2,0,NA,0,-1,0,0,0
3126,2,2,2,2,2,2,2,1,2,1,2,2,2,2,0,2,2,2,2,2,2,1,0,2,2,0,2,2,2
3127,1,1,1,1,2,0,0,-2,0,2,0,1,0,0,-1,1,0,0,2,NA,1,-1,0,0,0,2,0,1,1
3128,0,0,2,0,2,2,0,0,1,0,-1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,2
3129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3170,2,2,2,2,2,2,2,-1,2,2,2,2,2,2,-1,2,2,2,0,2,2,-1,0,2,2,2,2,2,NA
