0,6302,6303,6304,6307,6308,6310,6311,6312,6313,6314,6315,6316,6317,6318,6319,6320,6322,6323,6324,6325,6326,6327,6328,6329,6330,6331,6332,6333,6360,6361,6362,6370,6371
6302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6304,0,0,NA,2,1,0,0,0,0,0,0,0,0,-1,0,1,-2,0,0,2,0,-1,0,0,2,0,2,1,0,0,0,-2,0
6307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6311,1,1,1,1,1,-1,NA,-2,2,1,0,0,1,0,0,1,2,1,2,1,0,1,-1,1,1,-1,1,1,0,2,0,1,1
6312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6314,0,1,1,1,1,1,0,1,0,1,2,2,2,-2,1,1,1,1,0,1,2,1,1,2,1,1,1,0,1,1,1,0,1
6315,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2
6316,0,2,1,1,1,2,0,2,0,2,2,NA,2,-1,1,1,1,2,0,1,2,1,1,2,2,2,0,0,0,0,1,0,2
6317,0,0,0,0,1,1,0,1,1,1,1,1,NA,-1,2,1,0,2,0,0,0,0,2,0,1,0,0,0,0,1,-1,0,2
6318,0,-1,0,0,1,-2,NA,-2,1,0,0,0,0,NA,-1,0,1,0,1,1,0,0,-1,0,0,0,0,1,0,2,0,1,0
6319,0,0,0,0,0,0,0,1,0,1,0,0,2,-1,NA,2,0,2,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
6320,0,-1,1,0,-1,0,0,0,1,0,0,0,1,-2,2,NA,2,0,2,0,1,1,0,0,1,1,2,0,0,0,1,0,0
6322,0,0,0,0,1,0,2,0,1,1,1,1,1,1,1,1,NA,1,2,0,0,0,0,1,1,0,1,0,0,2,1,1,1
6323,0,0,0,0,0,1,0,0,0,1,0,0,2,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6324,0,0,1,0,1,0,2,1,1,0,1,1,1,0,1,2,2,1,NA,1,0,0,0,1,1,0,1,0,0,2,1,0,1
6325,-1,1,2,2,2,2,1,-2,1,1,2,1,1,-1,-1,1,-2,1,0,NA,1,2,2,1,-1,1,2,2,0,0,2,-1,1
6326,0,1,0,1,1,1,-2,1,0,2,2,2,-1,-2,0,1,0,0,0,1,NA,1,2,2,0,2,0,-1,1,0,2,0,1
6327,0,1,2,2,1,1,1,0,0,0,1,0,2,0,2,1,0,0,0,2,1,NA,0,0,2,0,0,2,0,0,2,0,2
6328,0,1,-1,1,0,2,-1,1,0,1,1,0,2,-2,1,0,0,1,0,1,1,0,2,0,0,0,0,-1,0,0,1,0,2
6329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6330,0,0,2,2,2,2,1,-2,-1,2,2,2,2,0,0,1,1,0,1,1,0,2,2,2,2,1,1,2,0,0,-1,0,2
6331,0,1,1,1,1,1,-2,1,0,2,1,1,1,-2,1,2,0,-1,0,2,2,1,1,1,1,NA,1,0,1,1,1,0,1
6332,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,2,1,0,1,2,1,0,0,1,1,0,NA,0,0,1,0,2,0
6333,0,1,1,1,1,-1,0,-1,1,0,2,0,1,-1,0,0,0,0,0,2,0,1,-1,1,1,0,0,NA,-1,0,2,-1,1
6360,NA,0,1,0,0,1,0,1,0,1,1,1,1,-1,NA,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,0,1
6361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6362,0,0,1,2,1,2,0,0,1,1,1,1,1,-2,0,1,0,0,0,2,2,1,2,1,0,0,1,2,1,1,2,0,2
6370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6371,0,1,1,1,1,2,-1,2,0,1,2,1,2,-2,2,0,0,1,0,1,2,0,2,1,1,0,0,0,0,-1,1,0,2
