0,5216,5219,5220,5601,5602,5604,5605,5609,5610,5619,5624,5626,5627,5660,5661,5662,5663,5664,5665,5666,5667
5216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5220,2,2,NA,0,1,-1,2,2,0,2,1,1,1,-2,1,1,1,2,2,2,0
5601,0,-1,-1,NA,1,0,-1,0,2,-1,0,0,1,-2,1,0,-2,1,0,0,0
5602,-1,2,1,1,NA,1,2,2,0,2,1,2,0,NA,1,0,-1,0,1,0,NA
5604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5605,1,2,2,0,2,0,NA,2,0,2,0,2,1,0,2,2,-1,0,1,1,0
5609,-1,1,0,-1,2,2,2,NA,-1,1,1,2,1,0,1,2,-1,-1,0,0,0
5610,-2,1,1,2,1,-2,-2,-1,NA,0,-1,-1,0,-2,-1,-2,-2,-2,0,-1,-2
5619,-2,1,NA,0,2,0,1,1,-1,NA,1,2,0,-2,1,0,-1,-1,0,0,-2
5624,-1,0,0,NA,2,0,0,1,NA,2,NA,1,2,-2,1,0,-1,-1,0,0,-2
5626,-2,1,0,0,2,-1,2,1,-1,2,-1,NA,-1,-2,1,-1,-2,-2,0,0,-2
5627,-1,-1,-1,1,1,0,1,1,1,1,1,0,NA,0,1,1,1,1,0,0,0
5660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5661,-1,2,2,-1,2,2,2,2,-2,2,0,2,0,2,NA,2,-2,-1,-1,-1,-1
5662,-1,1,1,0,1,0,2,2,0,1,NA,1,0,1,2,NA,-2,-1,0,0,-2
5663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5664,0,1,1,2,1,NA,1,2,2,1,1,1,1,NA,2,1,1,0,0,0,NA
5665,1,1,0,0,0,-1,0,-1,-2,0,-1,0,0,-2,-1,-1,-2,-1,2,2,-1
5666,1,1,1,0,0,0,0,0,-2,0,0,0,0,-2,0,0,-2,0,2,2,0
5667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
