0,1161,1201,1202,1203,1204,1205,1206,1207,1208,1209,1210,1211,1212,1213,1214,1215,1217,1218,1219,1220,1221,1222,1223,1224,1225,1226,1227,1229,1230,1231,1232,1233,1234,1261,1262,1263,1264,1270
1161,NA,1,1,1,1,0,1,2,2,1,1,1,1,1,1,0,1,1,-2,1,1,1,1,1,1,2,1,1,0,1,0,2,2,1,1,2,2,1
1201,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1
1202,1,0,2,1,2,0,2,2,0,1,0,0,2,2,1,0,2,2,0,1,2,1,0,1,0,0,0,1,0,0,0,2,2,1,1,1,2,0
1203,1,1,0,NA,0,0,0,0,2,0,0,-1,0,0,0,0,0,0,1,1,0,2,2,0,2,2,2,0,0,0,0,0,0,1,0,2,0,0
1204,1,0,1,0,NA,0,2,2,0,2,0,0,1,1,1,0,1,1,0,1,2,1,0,1,0,0,0,0,0,0,0,1,2,0,1,1,1,-1
1205,1,1,1,1,1,0,1,1,1,2,0,0,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1
1206,1,0,2,0,2,0,NA,2,1,1,-1,-1,1,1,1,0,2,1,-1,1,2,1,1,1,0,0,0,0,-1,1,0,2,2,1,1,1,2,-1
1207,1,0,2,0,2,0,2,NA,0,1,0,0,0,0,0,0,1,1,0,1,2,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0
1208,1,0,0,1,0,0,-2,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,2,0,0,0,1,2,1,0,0
1209,0,0,2,1,2,1,2,2,0,NA,0,1,1,1,2,1,1,1,0,1,2,1,1,2,2,0,1,1,0,0,0,0,1,1,2,-1,1,1
1210,1,1,1,1,1,1,-1,1,2,2,NA,1,2,1,2,1,0,1,1,2,0,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1
1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,-1,0,2,0,0,-1,1,0,2,1,1,0,2,2,0,0,1,1,-1,2,1,0,0,NA,1,0,1,-1,0,1,0,0,0,0,1,0,1,0
1213,1,0,2,0,0,0,1,0,2,1,-1,0,2,2,1,0,2,2,0,1,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,1,1,1
1214,0,0,2,1,2,0,1,2,0,2,1,-1,1,0,NA,1,2,2,-1,2,1,2,0,2,2,0,2,1,1,2,0,0,0,1,2,1,1,2
1215,1,1,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1
1217,0,0,2,0,1,0,2,1,0,1,-1,0,1,2,1,0,NA,2,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0
1218,0,0,2,0,1,0,1,1,1,1,0,0,1,2,1,1,2,NA,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0
1219,1,2,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,0,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
1220,0,0,1,0,1,0,1,1,1,1,1,0,2,0,1,1,2,1,0,2,1,1,1,1,2,1,2,0,1,1,1,1,1,1,1,1,1,1
1221,1,1,2,1,2,0,2,2,1,2,1,0,1,1,1,1,2,2,0,2,NA,1,0,2,1,1,1,2,1,1,1,2,2,2,1,1,1,0
1222,1,2,0,2,2,2,1,0,1,1,-1,-1,1,NA,1,0,1,1,2,2,2,2,2,2,1,2,1,2,0,0,0,0,2,1,1,1,0,2
1223,2,2,0,2,1,1,1,2,1,1,1,0,1,1,1,2,1,1,2,1,1,2,NA,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2
1224,1,1,1,1,2,0,2,2,1,2,0,0,1,1,2,0,2,2,0,1,2,2,1,2,1,0,0,0,0,1,0,1,2,0,1,1,1,0
1225,1,0,1,2,1,-1,-2,1,2,2,-2,-2,1,-2,2,1,2,2,-1,2,-2,2,0,1,NA,0,2,-2,1,1,1,-2,0,0,1,-2,1,0
1226,2,2,1,2,1,1,1,0,0,1,0,0,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,0,0,0,1,1,0,1,0,1
1227,1,0,0,2,1,0,0,1,2,2,0,NA,2,2,2,0,1,1,1,2,0,1,0,0,2,1,NA,1,-1,2,0,0,0,0,2,1,1,1
1229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1230,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,NA,0,2,0,0,2,0,0,0,1
1231,0,0,1,0,1,0,1,1,1,1,2,0,1,1,1,1,1,1,-1,1,1,1,0,1,1,0,1,1,0,NA,0,1,1,1,2,1,1,-1
1232,0,0,1,1,1,2,1,1,2,1,1,0,1,1,1,2,1,1,-1,1,1,1,1,0,1,0,0,2,2,1,2,0,0,2,1,0,0,0
1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,1,1,2,0,2,0,2,2,0,2,-1,0,0,0,0,0,1,1,0,1,2,1,0,2,0,0,0,0,0,1,0,2,NA,0,0,1,2,-1
1261,0,0,2,0,0,1,2,0,1,1,1,0,0,0,1,2,1,1,0,1,2,1,1,0,0,1,0,2,2,1,2,0,0,NA,1,0,0,1
1262,1,0,1,0,0,1,1,1,1,1,2,0,1,1,2,1,1,1,0,1,1,0,0,1,1,0,1,1,0,2,0,1,1,1,NA,1,1,0
1263,1,1,0,2,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0
1264,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,NA,-2
