0,5101,5102,5105,5106,5107,5108,5109,5111,5114,5115,5117,5118,5119,5120,5123,5124,5127,5128,5130,5132,5141,5151,5160,5161,5162,5163,5164,5165,5166,5167,5421
5101,NA,0,0,0,1,2,0,1,0,1,2,1,0,2,0,0,2,0,1,1,NA,0,NA,0,1,1,1,0,NA,NA,1
5102,0,NA,2,0,1,-1,0,2,-1,0,0,0,2,2,-1,0,1,-1,0,2,0,2,-1,-1,-1,0,0,1,0,0,0
5105,0,2,NA,0,2,0,2,2,1,2,0,-1,2,1,1,2,2,0,-1,2,0,2,-2,2,1,-1,2,1,NA,NA,2
5106,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
5107,0,-1,0,0,NA,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2
5108,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5109,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,2,2,1,1,1,1,NA,2,1,0,2,2,2,2,NA,1,1,NA,NA,1
5111,1,2,2,1,1,1,2,NA,1,1,1,0,2,2,1,1,2,-1,0,2,-1,2,1,-1,-1,-1,0,0,-1,-1,1
5114,0,-1,-1,0,2,0,-1,-1,NA,0,0,-2,0,0,-2,-1,1,-2,-1,-1,-1,-2,0,-1,-1,2,-1,-1,NA,NA,-1
5115,1,1,1,0,2,0,0,1,0,NA,0,0,0,1,0,0,1,0,2,1,0,1,1,1,1,1,2,0,1,0,2
5117,2,0,0,0,0,2,1,1,1,1,NA,1,1,2,1,1,2,0,2,2,0,1,1,2,2,1,0,1,0,0,1
5118,2,-1,0,2,0,0,0,1,-1,0,1,NA,1,1,2,1,1,NA,0,1,0,-1,1,1,1,-2,-1,0,NA,NA,0
5119,0,2,2,0,0,0,2,2,0,0,0,1,NA,1,0,2,1,NA,1,2,0,2,1,1,1,1,0,1,NA,NA,0
5120,1,1,1,1,1,2,1,2,1,1,2,1,2,NA,2,1,2,1,2,2,1,2,1,2,2,1,1,2,0,0,1
5123,0,1,1,0,0,1,1,1,0,0,1,1,1,1,NA,1,1,0,1,1,0,1,1,1,1,0,0,1,NA,NA,0
5124,0,0,2,2,2,0,2,2,0,2,0,2,2,0,2,NA,0,0,0,2,0,2,0,2,2,0,0,0,NA,NA,1
5127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5130,0,0,0,0,0,0,2,1,2,2,0,1,1,2,1,1,0,NA,NA,2,0,1,2,2,2,0,2,1,0,0,2
5132,1,2,2,1,0,1,1,2,0,NA,1,1,2,2,0,0,2,0,1,NA,NA,2,0,0,0,0,NA,1,NA,NA,NA
5141,1,2,2,1,1,1,2,2,2,1,1,2,2,1,2,1,NA,1,1,2,NA,2,2,2,2,1,2,1,2,2,1
5151,1,2,2,1,1,1,1,2,0,1,1,1,2,1,1,1,2,0,1,2,1,NA,0,1,1,0,1,1,NA,NA,1
5160,1,-1,1,1,2,0,2,-1,0,1,1,1,1,0,1,1,2,0,2,-1,2,-1,NA,1,1,-2,1,0,NA,NA,1
5161,0,0,0,0,1,0,2,1,-1,1,1,1,1,2,2,1,2,NA,1,1,0,0,0,NA,2,1,1,0,NA,NA,2
5162,1,0,0,0,1,1,2,0,-1,0,1,1,0,2,1,1,1,0,1,0,0,0,1,2,NA,-1,1,1,NA,NA,0
5163,1,0,0,0,2,1,0,-1,2,0,0,0,1,1,0,0,2,0,0,0,0,-1,0,0,0,NA,0,0,0,0,0
5164,1,1,1,-1,1,1,0,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,0,NA,-1,1,1,1,1,1,-1,1,-1,2
5165,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,NA,0,0,0
5166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5421,1,0,1,0,2,1,-1,0,-1,2,0,-1,-1,1,-1,0,1,0,2,0,0,-1,1,1,-1,1,2,0,0,0,NA
