0,7101,7104,7105,7108,7112,7113,7116,7117,7120,7124,7128,7129,7131,7160,7161,7170,7171
7101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7105,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7108,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0
7112,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
7113,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7116,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
7117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7120,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7124,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7128,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
7129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7161,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0
7170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7171,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
